country,period_str,quarter_end,country_period_ret,n_days,avg_n_tickers,min_n_tickers,max_n_tickers,country_period_ret_pct
IT,2000Q1,2000-03-31,0.3235281670042789,62.0,1.0,1.0,1.0,32.35281670042789
IT,2000Q2,2000-06-30,0.3085888732313087,61.0,1.0,1.0,1.0,30.85888732313087
IT,2000Q3,2000-09-30,-0.054981464053601714,62.0,1.0,1.0,1.0,-5.498146405360171
IT,2000Q4,2000-12-31,-0.034456416172501836,63.0,1.0,1.0,1.0,-3.4456416172501836
IT,2001Q1,2001-03-31,0.0510903415916768,62.0,1.0,1.0,1.0,5.10903415916768
IT,2001Q2,2001-06-30,0.03446609614606433,63.0,1.0,1.0,1.0,3.446609614606433
IT,2001Q3,2001-09-30,-0.1341198997634946,59.0,1.0,1.0,1.0,-13.411989976349458
IT,2001Q4,2001-12-31,0.1308504491314737,64.0,1.0,1.0,1.0,13.085044913147371
IT,2002Q1,2002-03-31,0.12888124507625798,60.0,1.0,1.0,1.0,12.888124507625797
IT,2002Q2,2002-06-30,-0.03824794400147291,63.0,1.0,1.0,1.0,-3.824794400147291
IT,2002Q3,2002-09-30,-0.20781528922328585,64.0,1.0,1.0,1.0,-20.781528922328583
IT,2002Q4,2002-12-31,-0.039238044637798564,60.0,1.0,1.0,1.0,-3.9238044637798564
IT,2003Q1,2003-03-31,-0.07514532106528993,61.0,1.0,1.0,1.0,-7.514532106528993
IT,2003Q2,2003-06-30,0.1479560888725271,61.0,1.0,1.0,1.0,14.795608887252708
IT,2003Q3,2003-09-30,0.010121892484410422,63.0,1.0,1.0,1.0,1.0121892484410422
IT,2003Q4,2003-12-31,0.1559037508015122,60.0,1.0,1.0,1.0,15.590375080151219
IT,2004Q1,2004-03-31,0.2504816080728516,61.0,1.0,1.0,1.0,25.048160807285157
IT,2004Q2,2004-06-30,-0.014141566036181885,61.0,1.0,1.0,1.0,-1.4141566036181885
IT,2004Q3,2004-09-30,0.11451527162372654,64.0,1.0,1.0,1.0,11.451527162372654
IT,2004Q4,2004-12-31,0.08538407180738572,62.0,1.0,1.0,1.0,8.538407180738572
IT,2005Q1,2005-03-31,0.013561223371157283,63.0,1.492063492063492,1.0,2.0,1.3561223371157283
IT,2005Q2,2005-06-30,0.13141245811114577,65.0,1.9538461538461538,1.0,2.0,13.141245811114576
IT,2005Q3,2005-09-30,0.11051326186511612,66.0,1.9545454545454546,1.0,2.0,11.051326186511613
IT,2005Q4,2005-12-31,-0.01668583108585453,65.0,1.9384615384615385,1.0,2.0,-1.668583108585453
IT,2006Q1,2006-03-31,0.21193090144484783,65.0,1.9384615384615385,1.0,2.0,21.193090144484785
IT,2006Q2,2006-06-30,-0.09661041004200177,63.0,1.9365079365079365,1.0,2.0,-9.661041004200177
IT,2006Q3,2006-09-30,0.13639442492482945,64.0,1.96875,1.0,2.0,13.639442492482946
IT,2006Q4,2006-12-31,0.3578954433867545,63.0,1.9523809523809523,1.0,2.0,35.78954433867545
IT,2007Q1,2007-03-31,0.08384377796323328,64.0,1.953125,1.0,2.0,8.384377796323328
IT,2007Q2,2007-06-30,-0.18900720230268742,62.0,1.9838709677419355,1.0,2.0,-18.900720230268742
IT,2007Q3,2007-09-30,-0.1292595643221478,64.0,1.96875,1.0,2.0,-12.92595643221478
IT,2007Q4,2007-12-31,-0.18190387601348745,62.0,1.967741935483871,1.0,2.0,-18.190387601348746
IT,2008Q1,2008-03-31,0.08201761441563038,62.0,1.967741935483871,1.0,2.0,8.201761441563038
IT,2008Q2,2008-06-30,-0.16622475576691842,64.0,1.984375,1.0,2.0,-16.62247557669184
IT,2008Q3,2008-09-30,-0.06307816042816461,65.0,1.9692307692307693,1.0,2.0,-6.3078160428164605
IT,2008Q4,2008-12-31,-0.21649779692632398,62.0,1.967741935483871,1.0,2.0,-21.6497796926324
IT,2009Q1,2009-03-31,-0.1485705100850957,63.0,1.9682539682539681,1.0,2.0,-14.85705100850957
IT,2009Q2,2009-06-30,0.45622430849380313,64.0,1.953125,1.0,2.0,45.622430849380315
IT,2009Q3,2009-09-30,0.08594999250063373,66.0,1.9696969696969697,1.0,2.0,8.594999250063374
IT,2009Q4,2009-12-31,0.03930594599163095,64.0,1.96875,1.0,2.0,3.9305945991630953
IT,2010Q1,2010-03-31,0.1035317145694008,63.0,1.9682539682539681,1.0,2.0,10.35317145694008
IT,2010Q2,2010-06-30,-0.17052061142951547,63.0,1.9841269841269842,1.0,2.0,-17.052061142951548
IT,2010Q3,2010-09-30,0.10942091306520085,66.0,1.9696969696969697,1.0,2.0,10.942091306520085
IT,2010Q4,2010-12-31,0.042694274920172415,65.0,1.9692307692307693,1.0,2.0,4.2694274920172415
IT,2011Q1,2011-03-31,0.09626771260436628,64.0,1.96875,1.0,2.0,9.626771260436628
IT,2011Q2,2011-06-30,0.052905085336914404,64.0,1.96875,1.0,2.0,5.29050853369144
IT,2011Q3,2011-09-30,-0.40238626935876565,66.0,1.9545454545454546,1.0,2.0,-40.23862693587657
IT,2011Q4,2011-12-31,-0.22909770913327443,64.0,1.984375,1.0,2.0,-22.909770913327442
IT,2012Q1,2012-03-31,0.29758558440901717,65.0,1.9538461538461538,1.0,2.0,29.758558440901716
IT,2012Q2,2012-06-30,-0.22119893249336708,64.0,1.953125,1.0,2.0,-22.11989324933671
IT,2012Q3,2012-09-30,0.14483071412604742,65.0,1.9538461538461538,1.0,2.0,14.483071412604742
IT,2012Q4,2012-12-31,0.13010751702456602,65.0,1.9076923076923078,1.0,2.0,13.010751702456602
IT,2013Q1,2013-03-31,0.030776165542516276,62.0,1.967741935483871,1.0,2.0,3.0776165542516276
IT,2013Q2,2013-06-30,0.05130158071883706,65.0,1.9538461538461538,1.0,2.0,5.130158071883706
IT,2013Q3,2013-09-30,-0.0012579067739306726,66.0,1.9545454545454546,1.0,2.0,-0.12579067739306726
IT,2013Q4,2013-12-31,0.08145711320848692,65.0,1.9384615384615385,1.0,2.0,8.145711320848692
IT,2014Q1,2014-03-31,0.4481967588064639,63.0,1.9682539682539681,1.0,2.0,44.81967588064639
IT,2014Q2,2014-06-30,0.09248594945789179,64.0,1.953125,1.0,2.0,9.24859494578918
IT,2014Q3,2014-09-30,-0.2348124941564529,66.0,1.9545454545454546,1.0,2.0,-23.481249415645287
IT,2014Q4,2014-12-31,0.012253260216862127,65.0,1.9384615384615385,1.0,2.0,1.2253260216862127
IT,2015Q1,2015-03-31,0.3483353603929824,63.0,1.9682539682539681,1.0,2.0,34.83353603929824
IT,2015Q2,2015-06-30,-0.0971204390083873,64.0,1.953125,1.0,2.0,-9.71204390083873
IT,2015Q3,2015-09-30,0.03686871526052338,66.0,1.9696969696969697,1.0,2.0,3.6868715260523377
IT,2015Q4,2015-12-31,0.05990408393830471,65.0,1.9692307692307693,1.0,2.0,5.990408393830471
IT,2016Q1,2016-03-31,-0.05830362098610431,63.0,1.9523809523809523,1.0,2.0,-5.830362098610431
IT,2016Q2,2016-06-30,-0.07520401614074734,65.0,1.9846153846153847,1.0,2.0,-7.520401614074734
IT,2016Q3,2016-09-30,-0.06892190441975155,66.0,1.9545454545454546,1.0,2.0,-6.8921904419751545
IT,2016Q4,2016-12-31,0.052236607321329176,64.0,1.984375,1.0,2.0,5.223660732132918
IT,2017Q1,2017-03-31,0.10546092949427699,65.0,1.9538461538461538,1.0,2.0,10.546092949427699
IT,2017Q2,2017-06-30,0.04872850390203487,64.0,1.953125,1.0,2.0,4.872850390203487
IT,2017Q3,2017-09-30,0.16518569883777334,64.0,1.96875,1.0,2.0,16.518569883777335
IT,2017Q4,2017-12-31,0.07267915892367638,63.0,1.9841269841269842,1.0,2.0,7.267915892367638
IT,2018Q1,2018-03-31,-0.13828294731739055,63.0,1.9682539682539681,1.0,2.0,-13.828294731739055
IT,2018Q2,2018-06-30,0.053138293862617036,63.0,1.9841269841269842,1.0,2.0,5.313829386261704
IT,2018Q3,2018-09-30,-0.012311066209708343,64.0,1.96875,1.0,2.0,-1.2311066209708343
IT,2018Q4,2018-12-31,-0.12972599907184212,62.0,1.967741935483871,1.0,2.0,-12.972599907184213
IT,2019Q1,2019-03-31,0.1965812417362358,63.0,1.0,1.0,1.0,19.65812417362358
IT,2019Q2,2019-06-30,-0.025678343565276984,62.0,1.0,1.0,1.0,-2.5678343565276984
IT,2019Q3,2019-09-30,-0.03103454030826236,65.0,1.0,1.0,1.0,-3.103454030826236
IT,2019Q4,2019-12-31,0.10320295576380634,62.0,1.0,1.0,1.0,10.320295576380634
IT,2020Q1,2020-03-31,-0.3951612953255699,64.0,1.0,1.0,1.0,-39.51612953255699
IT,2020Q2,2020-06-30,-0.06533330051159181,62.0,1.0,1.0,1.0,-6.533330051159181
IT,2020Q3,2020-09-30,-0.09648500881237465,66.0,1.0,1.0,1.0,-9.648500881237466
IT,2020Q4,2020-12-31,0.21416534979522983,63.0,1.0,1.0,1.0,21.416534979522982
IT,2021Q1,2021-03-31,-0.015277733087274648,63.0,1.0,1.0,1.0,-1.5277733087274648
IT,2021Q2,2021-06-30,0.1452749654125567,63.0,1.0,1.0,1.0,14.527496541255669
IT,2021Q3,2021-09-30,-0.034482725486050914,66.0,1.0,1.0,1.0,-3.4482725486050914
IT,2021Q4,2021-12-31,-0.015306216581096876,64.0,1.0,1.0,1.0,-1.5306216581096876
IT,2022Q1,2022-03-31,0.1321244000665831,64.0,1.0,1.0,1.0,13.21244000665831
IT,2022Q2,2022-06-30,-0.11417406295806554,63.0,1.0,1.0,1.0,-11.417406295806554
IT,2022Q3,2022-09-30,-0.2140845076973822,65.0,1.0,1.0,1.0,-21.40845076973822
IT,2022Q4,2022-12-31,0.11648756921759196,64.0,1.0,1.0,1.0,11.648756921759196
IT,2023Q1,2023-03-31,-0.09149291146635063,65.0,1.0,1.0,1.0,-9.149291146635063
IT,2023Q2,2023-06-30,-0.04582713750037615,62.0,1.0,1.0,1.0,-4.582713750037614
IT,2023Q3,2023-09-30,-0.1177686222052361,64.0,1.0,1.0,1.0,-11.77686222052361
IT,2023Q4,2023-12-31,0.07962530139744817,63.0,1.0,1.0,1.0,7.962530139744817
IT,2024Q1,2024-03-31,-0.3414316650131273,63.0,1.0,1.0,1.0,-34.14316650131273
IT,2024Q2,2024-06-30,0.13570484058458132,63.0,1.0,1.0,1.0,13.570484058458131
IT,2024Q3,2024-09-30,0.46171694864066937,65.0,1.0,1.0,1.0,46.171694864066936
IT,2024Q4,2024-12-31,-0.007936520364822841,62.0,1.0,1.0,1.0,-0.7936520364822841
IT,2025Q1,2025-03-31,0.12399999842150544,63.0,1.0,1.0,1.0,12.399999842150544
IT,2025Q2,2025-06-30,0.1412443660111924,62.0,1.0,1.0,1.0,14.124436601119239
IT,2025Q3,2025-09-30,0.11290327542530343,65.0,1.0,1.0,1.0,11.290327542530342
IT,2025Q4,2025-12-31,0.005797095840604616,62.0,1.0,1.0,1.0,0.5797095840604616
IT,2026Q1,2026-03-31,0.1340057378488111,51.0,1.0,1.0,1.0,13.400573784881109
NL,2000Q1,2000-03-31,-0.07178949256977685,64.0,1.0,1.0,1.0,-7.178949256977685
NL,2000Q2,2000-06-30,0.0912761505533537,65.0,1.0,1.0,1.0,9.127615055335369
NL,2000Q3,2000-09-30,-0.11867068269088954,65.0,1.0,1.0,1.0,-11.867068269088954
NL,2000Q4,2000-12-31,0.03411108551344988,65.0,1.0,1.0,1.0,3.411108551344988
NL,2001Q1,2001-03-31,0.025211522695147703,65.0,1.0,1.0,1.0,2.5211522695147703
NL,2001Q2,2001-06-30,0.008346275013922044,65.0,1.0,1.0,1.0,0.8346275013922044
NL,2001Q3,2001-09-30,-0.032367258223955586,65.0,1.0,1.0,1.0,-3.2367258223955586
NL,2001Q4,2001-12-31,0.05208297605562162,66.0,1.0,1.0,1.0,5.208297605562162
NL,2002Q1,2002-03-31,0.0891091394362249,64.0,1.0,1.0,1.0,8.91091394362249
NL,2002Q2,2002-06-30,-0.12180957126861558,65.0,1.0,1.0,1.0,-12.180957126861557
NL,2002Q3,2002-09-30,0.0556851927872315,66.0,1.0,1.0,1.0,5.56851927872315
NL,2002Q4,2002-12-31,0.02142895219042762,66.0,1.0,1.0,1.0,2.142895219042762
NL,2003Q1,2003-03-31,-0.001506778594345115,64.0,1.0,1.0,1.0,-0.1506778594345115
NL,2003Q2,2003-06-30,0.15268476410552378,65.0,1.0,1.0,1.0,15.268476410552378
NL,2003Q3,2003-09-30,0.046020517318970056,66.0,1.0,1.0,1.0,4.602051731897006
NL,2003Q4,2003-12-31,0.10249127164159666,66.0,1.0,1.0,1.0,10.249127164159667
NL,2004Q1,2004-03-31,0.07081420661965487,65.0,1.0,1.0,1.0,7.081420661965487
NL,2004Q2,2004-06-30,0.06961856733950356,65.0,1.0,1.0,1.0,6.961856733950356
NL,2004Q3,2004-09-30,-0.014837667117639453,66.0,1.0,1.0,1.0,-1.4837667117639453
NL,2004Q4,2004-12-31,0.08761599445638946,66.0,1.0,1.0,1.0,8.761599445638947
NL,2005Q1,2005-03-31,0.08904876437471243,64.0,1.0,1.0,1.0,8.904876437471243
NL,2005Q2,2005-06-30,0.057457478574179044,65.0,1.0,1.0,1.0,5.745747857417904
NL,2005Q3,2005-09-30,0.07403815282004689,66.0,1.0,1.0,1.0,7.403815282004689
NL,2005Q4,2005-12-31,0.03880200411474588,65.0,1.0,1.0,1.0,3.880200411474588
NL,2006Q1,2006-03-31,0.16367606278241031,65.0,1.0,1.0,1.0,16.36760627824103
NL,2006Q2,2006-06-30,-0.09125204926725583,65.0,1.0,1.0,1.0,-9.125204926725583
NL,2006Q3,2006-09-30,0.0030471439854604654,65.0,1.0,1.0,1.0,0.30471439854604654
NL,2006Q4,2006-12-31,0.13993154285502984,63.0,1.8888888888888888,1.0,2.0,13.993154285502985
NL,2007Q1,2007-03-31,0.06934016938568033,65.0,2.0,2.0,2.0,6.934016938568033
NL,2007Q2,2007-06-30,-0.04931926353921079,62.0,2.0,2.0,2.0,-4.931926353921079
NL,2007Q3,2007-09-30,-0.11496522870669768,65.0,2.0,2.0,2.0,-11.496522870669768
NL,2007Q4,2007-12-31,-0.0952169581240474,64.0,2.0,2.0,2.0,-9.52169581240474
NL,2008Q1,2008-03-31,0.08121888217853779,62.0,2.0,2.0,2.0,8.12188821785378
NL,2008Q2,2008-06-30,-0.1075969867837625,64.0,2.0,2.0,2.0,-10.75969867837625
NL,2008Q3,2008-09-30,0.005122766950627966,66.0,2.0,2.0,2.0,0.5122766950627966
NL,2008Q4,2008-12-31,-0.16186017558280397,64.0,2.0,2.0,2.0,-16.186017558280398
NL,2009Q1,2009-03-31,-0.02991242496370372,63.0,2.0,2.0,2.0,-2.991242496370372
NL,2009Q2,2009-06-30,0.021491128632200818,62.0,2.0,2.0,2.0,2.1491128632200818
NL,2009Q3,2009-09-30,0.2325761676252338,66.0,2.0,2.0,2.0,23.25761676252338
NL,2009Q4,2009-12-31,0.06609621441571534,65.0,2.0,2.0,2.0,6.609621441571534
NL,2010Q1,2010-03-31,0.09777481127431487,63.0,2.0,2.0,2.0,9.777481127431486
NL,2010Q2,2010-06-30,-0.10107463523574722,63.0,2.0,2.0,2.0,-10.107463523574722
NL,2010Q3,2010-09-30,0.14309344313564987,66.0,2.0,2.0,2.0,14.309344313564987
NL,2010Q4,2010-12-31,0.035346030423753616,65.0,2.0,2.0,2.0,3.5346030423753616
NL,2011Q1,2011-03-31,0.004335726361112124,64.0,2.0,2.0,2.0,0.43357263611121244
NL,2011Q2,2011-06-30,-0.015228798125221377,63.0,2.0,2.0,2.0,-1.5228798125221377
NL,2011Q3,2011-09-30,-0.2107323264740959,66.0,2.0,2.0,2.0,-21.07323264740959
NL,2011Q4,2011-12-31,-0.07718297056779089,64.0,2.0,2.0,2.0,-7.718297056779089
NL,2012Q1,2012-03-31,0.03930510493233941,65.0,2.0,2.0,2.0,3.9305104932339407
NL,2012Q2,2012-06-30,-0.12307831966765159,62.0,2.0,2.0,2.0,-12.307831966765159
NL,2012Q3,2012-09-30,-0.07932692595862445,65.0,2.0,2.0,2.0,-7.932692595862445
NL,2012Q4,2012-12-31,0.050447055874332625,64.0,2.0,2.0,2.0,5.0447055874332625
NL,2013Q1,2013-03-31,-0.02488984211509393,62.0,2.0,2.0,2.0,-2.488984211509393
NL,2013Q2,2013-06-30,-0.006944636337472776,63.0,2.0,2.0,2.0,-0.6944636337472776
NL,2013Q3,2013-09-30,0.07868584014526325,66.0,2.0,2.0,2.0,7.868584014526325
NL,2013Q4,2013-12-31,-0.025925731735204405,64.0,2.0,2.0,2.0,-2.5925731735204405
NL,2014Q1,2014-03-31,0.019236431964613887,63.0,2.0,2.0,2.0,1.9236431964613887
NL,2014Q2,2014-06-30,0.11269941117654625,62.0,2.0,2.0,2.0,11.269941117654625
NL,2014Q3,2014-09-30,-0.051479842070580206,66.0,2.0,2.0,2.0,-5.147984207058021
NL,2014Q4,2014-12-31,-0.054737093413244065,64.0,2.0,2.0,2.0,-5.4737093413244065
NL,2015Q1,2015-03-31,0.11973293282092201,63.0,2.0,2.0,2.0,11.9732932820922
NL,2015Q2,2015-06-30,-0.13703413621372595,62.0,2.0,2.0,2.0,-13.703413621372595
NL,2015Q3,2015-09-30,0.015059906276210233,66.0,2.0,2.0,2.0,1.5059906276210233
NL,2015Q4,2015-12-31,0.0917935332184665,64.0,2.0,2.0,2.0,9.179353321846651
NL,2016Q1,2016-03-31,-0.0028400142683594476,62.0,2.0,2.0,2.0,-0.28400142683594476
NL,2016Q2,2016-06-30,-0.12310939038158142,65.0,2.0,2.0,2.0,-12.310939038158143
NL,2016Q3,2016-09-30,0.09254449035116386,66.0,2.0,2.0,2.0,9.254449035116386
NL,2016Q4,2016-12-31,-0.029944049160830266,64.0,2.0,2.0,2.0,-2.9944049160830266
NL,2017Q1,2017-03-31,0.029448507011083258,65.0,2.0,2.0,2.0,2.944850701108326
NL,2017Q2,2017-06-30,0.062000743433271,62.0,2.0,2.0,2.0,6.2000743433271
NL,2017Q3,2017-09-30,-0.0005464771326245677,65.0,2.0,2.0,2.0,-0.054647713262456765
NL,2017Q4,2017-12-31,0.03329076410105891,63.0,2.0,2.0,2.0,3.329076410105891
NL,2018Q1,2018-03-31,-0.11567057855236018,63.0,2.0,2.0,2.0,-11.567057855236019
NL,2018Q2,2018-06-30,0.0986170644125628,63.0,2.0,2.0,2.0,9.86170644125628
NL,2018Q3,2018-09-30,-0.04758296804951556,65.0,2.0,2.0,2.0,-4.758296804951556
NL,2018Q4,2018-12-31,-0.0589773857273298,64.0,2.0,2.0,2.0,-5.89773857273298
NL,2019Q1,2019-03-31,0.010825372015633494,63.0,2.0,2.0,2.0,1.0825372015633494
NL,2019Q2,2019-06-30,-0.005122153179061617,62.0,2.0,2.0,2.0,-0.5122153179061617
NL,2019Q3,2019-09-30,0.0017017064712097074,66.0,2.0,2.0,2.0,0.17017064712097074
NL,2019Q4,2019-12-31,0.05611939647859354,64.0,2.0,2.0,2.0,5.611939647859354
NL,2020Q1,2020-03-31,-0.45718305058620445,64.0,2.0,2.0,2.0,-45.718305058620444
NL,2020Q2,2020-06-30,0.12630349376284533,62.0,2.0,2.0,2.0,12.630349376284533
NL,2020Q3,2020-09-30,-0.05616356709262571,66.0,2.0,2.0,2.0,-5.616356709262571
NL,2020Q4,2020-12-31,0.24235742114978653,65.0,2.0,2.0,2.0,24.235742114978652
NL,2021Q1,2021-03-31,0.1859963755880374,63.0,2.0,2.0,2.0,18.59963755880374
NL,2021Q2,2021-06-30,0.010397141770586815,63.0,2.0,2.0,2.0,1.0397141770586815
NL,2021Q3,2021-09-30,-0.0679587711123224,66.0,2.0,2.0,2.0,-6.79587711123224
NL,2021Q4,2021-12-31,0.07153546017261592,66.0,2.0,2.0,2.0,7.153546017261592
NL,2022Q1,2022-03-31,0.25913006348116596,64.0,2.0,2.0,2.0,25.913006348116596
NL,2022Q2,2022-06-30,-0.1376510209661812,63.0,2.0,2.0,2.0,-13.76510209661812
NL,2022Q3,2022-09-30,-0.20702641994962478,66.0,2.0,2.0,2.0,-20.702641994962477
NL,2022Q4,2022-12-31,0.010730463426867676,64.0,2.0,2.0,2.0,1.0730463426867676
NL,2023Q1,2023-03-31,0.06799603364550144,65.0,2.0,2.0,2.0,6.799603364550144
NL,2023Q2,2023-06-30,-0.0030648398928417864,62.0,2.0,2.0,2.0,-0.30648398928417864
NL,2023Q3,2023-09-30,-0.007737926641774973,65.0,2.0,2.0,2.0,-0.7737926641774973
NL,2023Q4,2023-12-31,0.0032728772337939915,63.0,2.0,2.0,2.0,0.32728772337939915
NL,2024Q1,2024-03-31,0.007528401114009764,63.0,2.0,2.0,2.0,0.7528401114009764
NL,2024Q2,2024-06-30,0.03020779550849717,63.0,2.0,2.0,2.0,3.020779550849717
NL,2024Q3,2024-09-30,0.11954642227353385,66.0,2.0,2.0,2.0,11.954642227353386
NL,2024Q4,2024-12-31,-0.07795942870663597,64.0,2.0,2.0,2.0,-7.7959428706635965
NL,2025Q1,2025-03-31,0.15471658189186543,63.0,2.0,2.0,2.0,15.471658189186543
NL,2025Q2,2025-06-30,0.15132484208908092,62.0,2.0,2.0,2.0,15.132484208908092
NL,2025Q3,2025-09-30,0.014832910658452159,66.0,2.0,2.0,2.0,1.4832910658452159
NL,2025Q4,2025-12-31,-0.03926482956456623,64.0,2.0,2.0,2.0,-3.926482956456623
NL,2026Q1,2026-03-31,0.020778061128156944,51.0,2.0,2.0,2.0,2.0778061128156944
NO,2000Q1,2000-03-31,-0.08152160197407676,64.0,1.0,1.0,1.0,-8.152160197407676
NO,2000Q2,2000-06-30,0.03310047452669851,65.0,1.0,1.0,1.0,3.310047452669851
NO,2000Q3,2000-09-30,0.040697607841789774,65.0,1.0,1.0,1.0,4.069760784178977
NO,2000Q4,2000-12-31,-0.033519639826771086,65.0,1.0,1.0,1.0,-3.3519639826771086
NO,2001Q1,2001-03-31,2.220446049250313e-16,65.0,1.0,1.0,1.0,2.220446049250313e-14
NO,2001Q2,2001-06-30,-0.017341040993148482,65.0,1.0,1.0,1.0,-1.7341040993148482
NO,2001Q3,2001-09-30,-0.07647034145709775,65.0,1.0,1.0,1.0,-7.647034145709775
NO,2001Q4,2001-12-31,0.07324852524721503,66.0,1.0,1.0,1.0,7.3248525247215035
NO,2002Q1,2002-03-31,0.10385746802332796,64.0,1.0,1.0,1.0,10.385746802332797
NO,2002Q2,2002-06-30,0.2112205840797008,65.0,1.0,1.0,1.0,21.12205840797008
NO,2002Q3,2002-09-30,-0.14611856853865823,66.0,1.0,1.0,1.0,-14.611856853865824
NO,2002Q4,2002-12-31,0.12299447843455069,66.0,1.0,1.0,1.0,12.29944784345507
NO,2003Q1,2003-03-31,-0.08095240686189153,64.0,1.0,1.0,1.0,-8.095240686189154
NO,2003Q2,2003-06-30,0.1653531564846138,65.0,1.0,1.0,1.0,16.535315648461378
NO,2003Q3,2003-09-30,0.06818183690500712,66.0,1.0,1.0,1.0,6.818183690500712
NO,2003Q4,2003-12-31,0.25531934311260573,66.0,1.0,1.0,1.0,25.531934311260574
NO,2004Q1,2004-03-31,0.050847155646513764,65.0,1.0,1.0,1.0,5.084715564651376
NO,2004Q2,2004-06-30,0.016949102996041354,65.0,1.0,1.0,1.0,1.6949102996041354
NO,2004Q3,2004-09-30,0.0806454240146417,66.0,1.0,1.0,1.0,8.06454240146417
NO,2004Q4,2004-12-31,0.21194036997005794,66.0,1.0,1.0,1.0,21.194036997005796
NO,2005Q1,2005-03-31,0.10837407537525356,64.0,1.0,1.0,1.0,10.837407537525356
NO,2005Q2,2005-06-30,0.04318199985201132,65.0,1.0,1.0,1.0,4.318199985201132
NO,2005Q3,2005-09-30,0.16557744033784827,66.0,1.0,1.0,1.0,16.55774403378483
NO,2005Q4,2005-12-31,-0.029984329689521805,65.0,1.0,1.0,1.0,-2.9984329689521805
NO,2006Q1,2006-03-31,0.4361700258208787,65.0,1.0,1.0,1.0,43.61700258208787
NO,2006Q2,2006-06-30,-0.017791159162447223,65.0,1.0,1.0,1.0,-1.7791159162447223
NO,2006Q3,2006-09-30,0.037878768643060834,65.0,1.0,1.0,1.0,3.7878768643060834
NO,2006Q4,2006-12-31,0.2408758404215965,63.0,1.0,1.0,1.0,24.087584042159648
NO,2007Q1,2007-03-31,-0.061176362877877866,64.0,1.0,1.0,1.0,-6.117636287787787
NO,2007Q2,2007-06-30,-0.03148324583903939,59.0,1.0,1.0,1.0,-3.1483245839039387
NO,2007Q3,2007-09-30,0.006536024771574889,65.0,1.0,1.0,1.0,0.6536024771574889
NO,2007Q4,2007-12-31,0.05194805457086771,62.0,1.0,1.0,1.0,5.194805457086771
NO,2008Q1,2008-03-31,-0.06172847801759329,61.0,1.0,1.0,1.0,-6.172847801759329
NO,2008Q2,2008-06-30,0.023794776979851662,63.0,1.0,1.0,1.0,2.379477697985166
NO,2008Q3,2008-09-30,-0.19480527786327295,66.0,1.0,1.0,1.0,-19.480527786327293
NO,2008Q4,2008-12-31,-0.22580642225456693,62.0,1.0,1.0,1.0,-22.580642225456693
NO,2009Q1,2009-03-31,-0.029166736576665464,63.0,1.0,1.0,1.0,-2.9166736576665464
NO,2009Q2,2009-06-30,0.13733908036107834,59.0,1.0,1.0,1.0,13.733908036107835
NO,2009Q3,2009-09-30,0.2735849184435444,66.0,1.0,1.0,1.0,27.35849184435444
NO,2009Q4,2009-12-31,0.1407408612078178,63.0,1.0,1.0,1.0,14.074086120781782
NO,2010Q1,2010-03-31,0.006493535909909642,63.0,1.0,1.0,1.0,0.6493535909909642
NO,2010Q2,2010-06-30,-0.05456413688770256,59.0,1.0,1.0,1.0,-5.456413688770256
NO,2010Q3,2010-09-30,0.03448244478403861,66.0,1.0,1.0,1.0,3.4482444784038613
NO,2010Q4,2010-12-31,0.2133338115776171,64.0,1.0,1.0,1.0,21.33338115776171
NO,2011Q1,2011-03-31,-0.015384848789761985,64.0,1.0,1.0,1.0,-1.5384848789761985
NO,2011Q2,2011-06-30,0.015563493897825298,59.0,1.0,1.0,1.0,1.5563493897825298
NO,2011Q3,2011-09-30,-0.10000012271678516,66.0,1.0,1.0,1.0,-10.000012271678516
NO,2011Q4,2011-12-31,-0.027160388999864615,64.0,1.0,1.0,1.0,-2.7160388999864615
NO,2012Q1,2012-03-31,0.12690350737760747,65.0,1.0,1.0,1.0,12.690350737760747
NO,2012Q2,2012-06-30,-0.020070414413403737,59.0,1.0,1.0,1.0,-2.0070414413403737
NO,2012Q3,2012-09-30,0.0023255666369168537,65.0,1.0,1.0,1.0,0.23255666369168537
NO,2012Q4,2012-12-31,0.03248273829669257,62.0,1.0,1.0,1.0,3.248273829669257
NO,2013Q1,2013-03-31,0.028089873233825946,61.0,1.0,1.0,1.0,2.8089873233825946
NO,2013Q2,2013-06-30,0.06732381358494477,60.0,1.0,1.0,1.0,6.732381358494477
NO,2013Q3,2013-09-30,0.006223986495102141,66.0,1.0,1.0,1.0,0.6223986495102141
NO,2013Q4,2013-12-31,0.10309271375655404,62.0,1.0,1.0,1.0,10.309271375655404
NO,2014Q1,2014-03-31,0.028037393443962166,63.0,1.0,1.0,1.0,2.8037393443962166
NO,2014Q2,2014-06-30,0.04444549913777451,59.0,1.0,1.0,1.0,4.444549913777451
NO,2014Q3,2014-09-30,0.02202626759058135,66.0,1.0,1.0,1.0,2.202626759058135
NO,2014Q4,2014-12-31,0.09774085557830547,62.0,1.7903225806451613,1.0,2.0,9.774085557830547
NO,2015Q1,2015-03-31,0.18259502506223146,63.0,2.0,2.0,2.0,18.259502506223146
NO,2015Q2,2015-06-30,-0.09633562379947946,59.0,2.0,2.0,2.0,-9.633562379947946
NO,2015Q3,2015-09-30,-0.04286086985078652,66.0,2.0,2.0,2.0,-4.2860869850786525
